iteration,mg,algorithm,episode_reward,display_reward
708,2,F-MADRL,-11927.192463725482,-9848.296106202739
709,2,F-MADRL,-8433.822914954202,-9870.870954596789
710,2,F-MADRL,-7369.15399871774,-9789.395367761486
711,2,F-MADRL,-8200.365361195805,-9749.433708490275
712,2,F-MADRL,-8605.767936216678,-9668.616490244585
713,2,F-MADRL,-9803.344531477816,-9724.800619086287
714,2,F-MADRL,-9507.993808567942,-9643.847536616006
715,2,F-MADRL,-7626.686350324588,-9552.38819852948
716,2,F-MADRL,-8844.148456953764,-9460.34803175695
717,2,F-MADRL,-6916.220044411427,-9341.172447985677
718,2,F-MADRL,-8977.812715752458,-9314.723712228519
719,2,F-MADRL,-6122.04483870568,-9187.52740428627
720,2,F-MADRL,-10435.609192400298,-9226.476835740952
721,2,F-MADRL,-6275.79131061553,-9054.824225592723
722,2,F-MADRL,-8894.949703950802,-8977.197453548482
723,2,F-MADRL,-9142.726870276809,-8911.534317791527
724,2,F-MADRL,-10095.882682118285,-8916.150733607315
725,2,F-MADRL,-9966.70183787233,-8935.072759174951
726,2,F-MADRL,-9235.715769499846,-8906.988183443646
727,2,F-MADRL,-9050.328145399037,-8868.1565673341
728,2,F-MADRL,-10880.801576059504,-8928.27878278356
729,2,F-MADRL,-7436.1624866398,-8820.52509669272
730,2,F-MADRL,-11001.792285690142,-8937.003345142786
731,2,F-MADRL,-8472.736181335264,-8854.334325764139
732,2,F-MADRL,-7587.955732203857,-8832.468287802603
733,2,F-MADRL,-9402.358350114346,-8731.474923258158
734,2,F-MADRL,-6282.8324476929065,-8645.435304567707
735,2,F-MADRL,-9837.408282925458,-8744.165475936015
736,2,F-MADRL,-8490.244790781631,-8755.760653119447
737,2,F-MADRL,-7670.71931726492,-8718.358708361378
738,2,F-MADRL,-8870.54964833032,-8681.046913035478
739,2,F-MADRL,-8348.847280905364,-8634.681051928974
740,2,F-MADRL,-11050.531558971878,-8771.634860274866
741,2,F-MADRL,-9524.54013170764,-8798.850527265022
742,2,F-MADRL,-10414.996431777488,-8938.801582759665
743,2,F-MADRL,-8222.910127195502,-8908.605479217385
744,2,F-MADRL,-7798.508382457981,-8975.664020967477
745,2,F-MADRL,-8383.41943428819,-8893.576430642994
746,2,F-MADRL,-8679.046736688988,-8989.70664768593
747,2,F-MADRL,-7888.212532935028,-8949.4371608453
748,2,F-MADRL,-8790.400758656442,-8935.344116380486
749,2,F-MADRL,-7158.695307261216,-8817.856621386203
750,2,F-MADRL,-10824.112294503748,-8852.15303965146
751,2,F-MADRL,-7831.834577662738,-8795.997791977976
752,2,F-MADRL,-8562.5402389876,-8776.486275721518
753,2,F-MADRL,-10945.975948521267,-8779.09325061999
754,2,F-MADRL,-8895.081285499171,-8837.450002574364
755,2,F-MADRL,-7128.054492544378,-8682.500490848533
756,2,F-MADRL,-8063.535238784409,-8666.1324531465
757,2,F-MADRL,-8076.911234605204,-8685.690673242552
758,2,F-MADRL,-9387.576352435844,-8685.099393335413
759,2,F-MADRL,-10942.43465390364,-8871.483481583842
760,2,F-MADRL,-10281.382956241405,-8889.24246851648
761,2,F-MADRL,-9825.486692767106,-8942.652144595899
762,2,F-MADRL,-11949.081677994978,-9113.7866390251
763,2,F-MADRL,-9632.457449105425,-9144.262951056106
764,2,F-MADRL,-7580.28635234016,-9113.520513913498
765,2,F-MADRL,-9576.950989339775,-9054.577291128213
766,2,F-MADRL,-8787.63143323446,-9025.100943189285
767,2,F-MADRL,-8738.603755928203,-8958.045236155314
768,2,F-MADRL,-8856.468422629994,-8983.387567972695
769,2,F-MADRL,-7325.028043436135,-8964.44835441182
770,2,F-MADRL,-9319.959179827194,-9001.909944233379
771,2,F-MADRL,-8396.32597767983,-8990.601113873014
772,2,F-MADRL,-9157.531490606452,-9041.37387217987
773,2,F-MADRL,-9805.76938855967,-9081.988617376
774,2,F-MADRL,-9096.17995952427,-9159.488003466522
775,2,F-MADRL,-12479.600134002554,-9225.707517046474
776,2,F-MADRL,-7660.52477184322,-9218.855124813694
777,2,F-MADRL,-9287.148480803078,-9247.839454486313
778,2,F-MADRL,-8208.025572151902,-9138.321439431538
779,2,F-MADRL,-7543.931900472919,-9084.275464030488
780,2,F-MADRL,-10261.43715584731,-9209.610770562605
781,2,F-MADRL,-9391.754162952722,-9262.739527529338
782,2,F-MADRL,-7927.36083295469,-9256.757511463318
783,2,F-MADRL,-11373.06759540025,-9336.177161181893
784,2,F-MADRL,-9702.268686668196,-9286.570522492475
785,2,F-MADRL,-12381.289789847822,-9370.566795836732
786,2,F-MADRL,-8758.382845335904,-9327.882641939485
787,2,F-MADRL,-8905.75493569508,-9206.149572247488
788,2,F-MADRL,-9563.761118045612,-9203.401719005096
789,2,F-MADRL,-8419.034440099076,-9236.951642515452
790,2,F-MADRL,-11367.8662514282,-9308.58825299899
791,2,F-MADRL,-9361.85814850648,-9331.557321609871
792,2,F-MADRL,-9453.668674373022,-9360.159918347663
793,2,F-MADRL,-9014.925195469732,-9366.498189261252
794,2,F-MADRL,-8589.551638807654,-9417.079133076113
795,2,F-MADRL,-6707.221710117474,-9312.569634287725
796,2,F-MADRL,-5937.634683735147,-9214.221982529938
797,2,F-MADRL,-9315.54250904432,-9220.542423267452
798,2,F-MADRL,-10434.068354265031,-9245.674381895666
799,2,F-MADRL,-10667.662072447984,-9308.533666412615
800,2,F-MADRL,-7784.036333391346,-9120.711114388167
801,2,F-MADRL,-8869.452363276796,-9169.06821804551
802,2,F-MADRL,-7734.096615194437,-9106.946143421164
803,2,F-MADRL,-10446.4145270456,-9196.481701616913
804,2,F-MADRL,-7944.407478690691,-9212.500724745621
805,2,F-MADRL,-7085.121848826315,-9085.448112464783
806,2,F-MADRL,-8483.454946153597,-9049.116143792817
807,2,F-MADRL,-7011.180348265425,-9012.468924405248
808,2,F-MADRL,-11624.714383485343,-9022.534795928652
809,2,F-MADRL,-7486.880542519806,-8933.919270162716
810,2,F-MADRL,-8067.460109987413,-8761.3660829683
811,2,F-MADRL,-7931.79578540884,-8728.302600571216
812,2,F-MADRL,-8693.987444344602,-8719.8319009172
813,2,F-MADRL,-7685.254160020808,-8644.691622596205
814,2,F-MADRL,-10624.5758779853,-8732.913280111656
815,2,F-MADRL,-7496.469837893354,-8578.05742357026
816,2,F-MADRL,-9581.624335483795,-8586.848071049353
817,2,F-MADRL,-8000.790149538248,-8528.732930055963
818,2,F-MADRL,-7129.342607762252,-8453.309626547663
819,2,F-MADRL,-9833.392618516707,-8503.063265736026
820,2,F-MADRL,-10186.3475447909,-8642.228299122962
821,2,F-MADRL,-8098.941536625984,-8728.680573238596
822,2,F-MADRL,-7684.611942380807,-8663.443350572055
823,2,F-MADRL,-6977.8776910705565,-8525.195724044277
824,2,F-MADRL,-8938.598750370962,-8456.033191161196
825,2,F-MADRL,-10152.655067562284,-8550.777940528033
826,2,F-MADRL,-8454.11397050285,-8534.164404817077
827,2,F-MADRL,-9878.089200142613,-8619.924108215002
828,2,F-MADRL,-8906.954217629222,-8558.345695838347
829,2,F-MADRL,-9626.08069281912,-8625.612624403486
830,2,F-MADRL,-8735.200892038485,-8691.615786131972
831,2,F-MADRL,-7993.045613145765,-8671.999412811658
832,2,F-MADRL,-7684.612045044405,-8698.936680682817
833,2,F-MADRL,-8048.369039875071,-8555.882866938406
834,2,F-MADRL,-9322.224983153168,-8629.29664456374
835,2,F-MADRL,-8545.114602705973,-8648.402824272482
836,2,F-MADRL,-7159.117416230441,-8617.495689505347
837,2,F-MADRL,-7255.76102701044,-8559.96663281198
838,2,F-MADRL,-7857.073832829741,-8566.839419724338
839,2,F-MADRL,-9803.68504992385,-8534.003786601881
840,2,F-MADRL,-7731.909767499847,-8543.421383786139
841,2,F-MADRL,-9461.36836919557,-8538.611145134611
842,2,F-MADRL,-6865.36283731774,-8493.19405264579
843,2,F-MADRL,-7233.785811945884,-8497.371780813135
844,2,F-MADRL,-8095.063496898758,-8427.838615948416
845,2,F-MADRL,-9771.183895956525,-8411.232069995043
846,2,F-MADRL,-7715.175002038839,-8395.881408611556
847,2,F-MADRL,-10249.972348111938,-8498.4958248408
848,2,F-MADRL,-9643.942634162744,-8605.138422564489
849,2,F-MADRL,-8735.509174088493,-8597.014839513191
850,2,F-MADRL,-9797.220548672753,-8582.79745875761
851,2,F-MADRL,-7436.987529030519,-8542.112401098717
852,2,F-MADRL,-8796.602646920019,-8498.852938969812
853,2,F-MADRL,-9040.22195560116,-8504.18364848869
854,2,F-MADRL,-9558.305423203688,-8501.472637704072
855,2,F-MADRL,-8723.969214866895,-8501.02337061721
856,2,F-MADRL,-8597.977421388498,-8525.220642946917
857,2,F-MADRL,-9039.837924754174,-8579.42967813531
858,2,F-MADRL,-8811.394831584013,-8609.950709803667
859,2,F-MADRL,-7737.05117216034,-8546.543757363954
860,2,F-MADRL,-7775.512880254024,-8515.759688465876
861,2,F-MADRL,-8338.048257890874,-8562.916922132292
862,2,F-MADRL,-6901.262714429631,-8548.736989629062
863,2,F-MADRL,-7907.670851325962,-8550.76087036891
864,2,F-MADRL,-8444.894509737633,-8496.40924876146
865,2,F-MADRL,-9024.840084681724,-8548.126461448735
866,2,F-MADRL,-6253.773839220752,-8419.822680249743
867,2,F-MADRL,-9721.329436638594,-8534.061344222579
868,2,F-MADRL,-7793.858572454179,-8556.46425464291
869,2,F-MADRL,-8186.367194828804,-8560.11640256011
870,2,F-MADRL,-7358.18271249515,-8463.596355221656
871,2,F-MADRL,-9004.382245013028,-8515.164644940623
872,2,F-MADRL,-6912.182891238277,-8381.653066665676
873,2,F-MADRL,-6783.518884522015,-8267.236116680047
874,2,F-MADRL,-9297.94839497935,-8289.733685515683
875,2,F-MADRL,-8404.038834554998,-8234.006416950971
876,2,F-MADRL,-7436.234513947395,-8233.976296347648
877,2,F-MADRL,-8242.227173603642,-8211.801277414992
878,2,F-MADRL,-7438.287174123265,-8147.723886155876
879,2,F-MADRL,-7828.510327170104,-8078.532082314533
880,2,F-MADRL,-9733.885764236627,-8118.928744289322
881,2,F-MADRL,-6561.181465480146,-8037.456906052988
882,2,F-MADRL,-9423.56619386096,-8052.806036817259
883,2,F-MADRL,-9770.396572381782,-8091.16610644917
884,2,F-MADRL,-7148.680132034449,-8067.631264844134
885,2,F-MADRL,-6563.532724538021,-8019.152058615495
886,2,F-MADRL,-8177.714728580823,-8012.738717443092
887,2,F-MADRL,-9352.523217251151,-8110.789137555952
888,2,F-MADRL,-8154.499767440016,-8120.662294200516
889,2,F-MADRL,-7711.679820748317,-8091.333706640942
890,2,F-MADRL,-8850.525411085273,-8084.361119697085
891,2,F-MADRL,-7421.445686301953,-8131.067993580332
892,2,F-MADRL,-7511.755475456926,-8042.685035133066
893,2,F-MADRL,-7450.226229825719,-8028.939741427927
894,2,F-MADRL,-8383.799159233155,-8036.837020004102
895,2,F-MADRL,-8812.304355248687,-8095.001885714243
896,2,F-MADRL,-7750.198008580371,-8044.834516256937
897,2,F-MADRL,-7565.450970527589,-8070.96523942851
898,2,F-MADRL,-8651.282989464169,-8145.675803626196
899,2,F-MADRL,-7466.645649718678,-8072.423693815769
900,2,F-MADRL,-7284.11498902246,-8027.626739994468
901,2,F-MADRL,-5917.674434797847,-7966.884336828484
902,2,F-MADRL,-8862.093407325483,-7991.678986177359
903,2,F-MADRL,-7681.989064885708,-8001.427061807856
904,2,F-MADRL,-7132.887019151294,-7973.602129487104
905,2,F-MADRL,-8309.925961486428,-7916.643737377096
906,2,F-MADRL,-7160.699978866169,-7940.624477912537
907,2,F-MADRL,-8441.90876095377,-7901.358180596249
908,2,F-MADRL,-7391.536220748275,-7806.203766530909
909,2,F-MADRL,-8818.036876664537,-7872.978036316113
910,2,F-MADRL,-7559.979888200578,-7912.835922862615
911,2,F-MADRL,-9697.974515416234,-7973.6463143360315
912,2,F-MADRL,-9561.984480181827,-7982.024764853259
913,2,F-MADRL,-8839.301531932373,-8009.416835432952
914,2,F-MADRL,-8772.934642053231,-8051.86702828515
915,2,F-MADRL,-6379.997662965177,-7953.045918360345
916,2,F-MADRL,-9663.323512141016,-8042.721031393909
917,2,F-MADRL,-7696.284699137692,-8050.102200341138
918,2,F-MADRL,-9317.285094602335,-8124.784554932203
919,2,F-MADRL,-8370.420887970968,-8124.249424081716
920,2,F-MADRL,-9307.594647459173,-8144.061035770134
921,2,F-MADRL,-9104.716026905371,-8198.241756503136
922,2,F-MADRL,-7321.98193593691,-8188.502995119508
923,2,F-MADRL,-6370.02544103107,-8097.252693182185
924,2,F-MADRL,-8224.697591572021,-8127.574770856318
925,2,F-MADRL,-9626.500920380404,-8221.270208110634
926,2,F-MADRL,-7987.353597248997,-8304.057374608681
927,2,F-MADRL,-8204.231031336789,-8277.742879569134
928,2,F-MADRL,-7987.684335673675,-8289.970690400653
929,2,F-MADRL,-8507.029916747037,-8344.936406304483
930,2,F-MADRL,-7811.735896571829,-8325.008803707899
931,2,F-MADRL,-8487.170689629233,-8378.06763213842
932,2,F-MADRL,-7968.553413130466,-8359.133418225489
933,2,F-MADRL,-8364.773632910357,-8398.06291471197
934,2,F-MADRL,-7355.998079210594,-8339.581362813815
935,2,F-MADRL,-8541.517890236682,-8378.842882895258
936,2,F-MADRL,-7867.824048601213,-8305.636864222659
937,2,F-MADRL,-7879.074477482938,-8238.320464114702
938,2,F-MADRL,-8770.042859896723,-8235.550117233277
939,2,F-MADRL,-8127.966043589536,-8209.751373294728
940,2,F-MADRL,-9203.990232529288,-8322.711076077292
941,2,F-MADRL,-7144.89726873797,-8221.974026341171
942,2,F-MADRL,-8461.036587552066,-8252.564101877746
943,2,F-MADRL,-9272.589817698608,-8250.776290801597
944,2,F-MADRL,-7406.827160704162,-8212.232541710924
945,2,F-MADRL,-7233.869841460411,-8129.283549470975
946,2,F-MADRL,-6902.67902185968,-8041.202069269147
947,2,F-MADRL,-8231.208329440029,-8077.571125009271
948,2,F-MADRL,-6590.402402821831,-8086.386203480902
949,2,F-MADRL,-7374.241143599706,-8052.367945562009
950,2,F-MADRL,-7460.137017242708,-7965.7133894365015
951,2,F-MADRL,-8309.25386060731,-7978.589399970832
952,2,F-MADRL,-8207.25989621862,-7978.710554566107
953,2,F-MADRL,-6695.719674378877,-7927.031968114315
954,2,F-MADRL,-8721.157240726503,-7935.597061073494
955,2,F-MADRL,-6560.468454116139,-7885.546363375266
956,2,F-MADRL,-6288.542205235768,-7797.601223999527
957,2,F-MADRL,-7376.618686584208,-7773.923834937677
958,2,F-MADRL,-8088.688136436133,-7762.880415078709
959,2,F-MADRL,-8288.080775665068,-7800.163722936887
960,2,F-MADRL,-6914.781915733351,-7735.094283956754
961,2,F-MADRL,-8970.096130810252,-7779.185167245115
962,2,F-MADRL,-6261.228547212299,-7714.471330034289
963,2,F-MADRL,-7491.53955930796,-7663.331198010739
964,2,F-MADRL,-6771.098218464907,-7609.056485005754
965,2,F-MADRL,-6102.319653517433,-7484.989661845279
966,2,F-MADRL,-7390.837745324127,-7494.827280908727
967,2,F-MADRL,-6768.243486887421,-7427.1155568821405
968,2,F-MADRL,-8536.861587567593,-7397.6864276769
969,2,F-MADRL,-6856.8029912198745,-7375.685460897529
970,2,F-MADRL,-8507.977704892197,-7426.6497754348
971,2,F-MADRL,-6559.308227248315,-7412.914943650347
972,2,F-MADRL,-8715.600521381388,-7432.290631327999
973,2,F-MADRL,-7646.34451592585,-7474.52831585216
974,2,F-MADRL,-9313.606954761097,-7552.102948298616
975,2,F-MADRL,-7792.753618196279,-7565.407612336759
976,2,F-MADRL,-7359.5902630474,-7527.4210684343625
977,2,F-MADRL,-6834.626018991804,-7472.515713345289
978,2,F-MADRL,-7000.839937748838,-7484.720523880088
979,2,F-MADRL,-9179.474708313584,-7503.0532225835705
980,2,F-MADRL,-6930.681893146723,-7517.861760144795
981,2,F-MADRL,-9811.224518960193,-7658.769052693773
982,2,F-MADRL,-7709.5838361733,-7672.087658677335
983,2,F-MADRL,-5659.683753553012,-7574.927483362011
984,2,F-MADRL,-7870.492137781075,-7558.22393784665
985,2,F-MADRL,-8372.228438116748,-7616.5217987419865
986,2,F-MADRL,-6606.681564039272,-7521.985216071148
987,2,F-MADRL,-6281.490369602432,-7522.795688966754
988,2,F-MADRL,-10105.127520571732,-7627.339207417303
989,2,F-MADRL,-7782.891720065001,-7667.810947481307
990,2,F-MADRL,-7419.085982957056,-7720.4816006588935
991,2,F-MADRL,-9314.919842793386,-7797.4448845576635
992,2,F-MADRL,-7871.361207329784,-7841.569593375358
993,2,F-MADRL,-6655.331380048745,-7766.308385074603
994,2,F-MADRL,-5541.806839311035,-7713.708538998249
995,2,F-MADRL,-8286.405571564517,-7704.845653665143
996,2,F-MADRL,-10918.809022281765,-7879.22568546648
997,2,F-MADRL,-4635.942246615383,-7716.039354475842
998,2,F-MADRL,-7829.391818653981,-7723.361246584966
999,2,F-MADRL,-6905.654241290073,-7627.043138046125
1000,2,F-MADRL,-6778.761798516789,-7586.483465258946
1001,2,F-MADRL,-10241.461816458015,-10241.461816458015
1002,2,F-MADRL,-13264.761340522551,-11753.111578490283
1003,2,F-MADRL,-9548.93278154358,-11018.385312841383
1004,2,F-MADRL,-11567.11394078837,-11155.56746982813
1005,2,F-MADRL,-11434.120579905604,-11211.278091843624
1006,2,F-MADRL,-12472.74607483047,-11421.522755674765
1007,2,F-MADRL,-13012.479277223878,-11648.802258753209
1008,2,F-MADRL,-15524.4174003049,-12133.25415144717
1009,2,F-MADRL,-10896.476715231242,-11995.834436312067
1010,2,F-MADRL,-12074.27062279126,-12003.678054959988
1011,2,F-MADRL,-13242.026102280915,-12116.25515017098
1012,2,F-MADRL,-13346.561198820658,-12218.78065422512
1013,2,F-MADRL,-13304.19713422808,-12302.274229609962
1014,2,F-MADRL,-15366.49800131372,-12521.147356160232
1015,2,F-MADRL,-13094.610876587623,-12559.378257522058
1016,2,F-MADRL,-10626.317453672811,-12438.56195728148
1017,2,F-MADRL,-12424.112214736722,-12437.711972425906
1018,2,F-MADRL,-14718.11091330379,-12564.400802474678
1019,2,F-MADRL,-11515.401515672796,-12509.190313695632
1020,2,F-MADRL,-13103.437495981005,-12538.9026728099
1021,2,F-MADRL,-14285.03898544692,-12622.052021030711
1022,2,F-MADRL,-12661.976614245625,-12623.866775267752
1023,2,F-MADRL,-13570.20203437691,-12665.011786533369
1024,2,F-MADRL,-12642.141996860928,-12664.058878630349
1025,2,F-MADRL,-15678.51231718252,-12784.637016172435
1026,2,F-MADRL,-13889.638656946592,-12930.564089791977
1027,2,F-MADRL,-14027.031615174985,-12961.054900778076
1028,2,F-MADRL,-15419.56424939988,-13195.880159492328
1029,2,F-MADRL,-12689.441655664614,-13240.773268087376
1030,2,F-MADRL,-16950.7517360037,-13461.438514331303
1031,2,F-MADRL,-13812.826709723988,-13515.041739727043
1032,2,F-MADRL,-12097.004384936925,-13478.422744035564
1033,2,F-MADRL,-13012.273117373215,-13377.936972718297
1034,2,F-MADRL,-13567.474989229171,-13484.776903678216
1035,2,F-MADRL,-10994.123569777072,-13441.571021557647
1036,2,F-MADRL,-11938.597042087971,-13389.433859149927
1037,2,F-MADRL,-14699.357323372358,-13443.545704131997
1038,2,F-MADRL,-11610.206045398252,-13375.786060578805
1039,2,F-MADRL,-11454.347675641948,-13219.300047551933
1040,2,F-MADRL,-10178.143760283108,-13102.641362899754
1041,2,F-MADRL,-9395.515353011084,-13053.409278873285
1042,2,F-MADRL,-12960.788553305856,-13074.876332416048
1043,2,F-MADRL,-14664.54592506355,-13072.73373288644
1044,2,F-MADRL,-8901.43244453802,-12968.174970041047
1045,2,F-MADRL,-8948.713982810634,-12801.986029514233
1046,2,F-MADRL,-11340.526324783788,-12684.205523087709
1047,2,F-MADRL,-12247.249247318396,-12667.616428410618
1048,2,F-MADRL,-12683.086436714597,-12632.131804504126
1049,2,F-MADRL,-10201.836465767245,-12534.51958326038
1050,2,F-MADRL,-10940.038640590525,-12344.9806361967
1051,2,F-MADRL,-9523.244390603282,-12170.324865542967
1052,2,F-MADRL,-11089.514715686615,-12052.824189563431
1053,2,F-MADRL,-10877.791265996628,-11871.153270227302
1054,2,F-MADRL,-12132.467577129044,-11848.874307085882
1055,2,F-MADRL,-13567.31692887068,-11713.536914800557
1056,2,F-MADRL,-12579.535196004992,-11664.2052542518
1057,2,F-MADRL,-9855.617386994496,-11574.5497743341
1058,2,F-MADRL,-10808.210754786243,-11486.387279830622
1059,2,F-MADRL,-10090.984247143362,-11347.32765014719
1060,2,F-MADRL,-9961.568765629538,-11306.025457981286
1061,2,F-MADRL,-12328.504339064257,-11321.621749860342
1062,2,F-MADRL,-13574.447925635788,-11276.625373950877
1063,2,F-MADRL,-10656.127491178544,-11238.462231782089
1064,2,F-MADRL,-10124.740084709654,-11185.277928144797
1065,2,F-MADRL,-11904.120958769594,-11254.317016084255
1066,2,F-MADRL,-12596.698793421816,-11382.364353700685
1067,2,F-MADRL,-10090.741425415265,-11267.562468585062
1068,2,F-MADRL,-9768.43558507766,-11071.718054985626
1069,2,F-MADRL,-11376.623807483418,-11170.725709503444
1070,2,F-MADRL,-12362.552287824132,-11307.279241703982
1071,2,F-MADRL,-13212.742785549846,-11382.167900134624
1072,2,F-MADRL,-13639.001407786338,-11437.837986553342
1073,2,F-MADRL,-13756.377994090262,-11480.769648848367
1074,2,F-MADRL,-11172.055295416238,-11519.578402034329
1075,2,F-MADRL,-12744.70375150664,-11591.765006470974
1076,2,F-MADRL,-12628.399685224254,-11715.971218255812
1077,2,F-MADRL,-11389.0647551782,-11727.953219835477
1078,2,F-MADRL,-9952.516486451468,-11690.942228653668
1079,2,F-MADRL,-9629.97770561912,-11590.842633793272
1080,2,F-MADRL,-9473.904359643686,-11427.106131024193
1081,2,F-MADRL,-12589.856620627095,-11427.518988009077
1082,2,F-MADRL,-11402.024398939322,-11489.37526848687
1083,2,F-MADRL,-14759.633392122932,-11647.432173980336
1084,2,F-MADRL,-9680.176235045536,-11630.999853496423
1085,2,F-MADRL,-13124.891138090454,-11757.532748394862
1086,2,F-MADRL,-13146.56876298125,-11790.25532535154
1087,2,F-MADRL,-10681.662711148914,-11674.543916772063
1088,2,F-MADRL,-10639.915102736351,-11673.895421234378
1089,2,F-MADRL,-10603.858400407174,-11693.06015386228
1090,2,F-MADRL,-10162.233610643483,-11623.384659937235
1091,2,F-MADRL,-11147.975570225228,-11565.435731009371
1092,2,F-MADRL,-11464.665570888028,-11620.392696828281
1093,2,F-MADRL,-13508.766037423193,-11770.005914922103
1094,2,F-MADRL,-14566.80917783659,-11897.61332973623
1095,2,F-MADRL,-13929.017617174964,-11960.271942910264
1096,2,F-MADRL,-12121.152371362372,-11916.608326342764
1097,2,F-MADRL,-11452.653906366337,-11829.154426285964
1098,2,F-MADRL,-11064.94690386668,-11721.49718267702
1099,2,F-MADRL,-13198.854848342078,-11802.569164794053
1100,2,F-MADRL,-13218.141161996064,-11821.506661213632
1101,2,F-MADRL,-10542.121589240527,-11738.055537374283
1102,2,F-MADRL,-12248.258569210717,-11772.423289935581
1103,2,F-MADRL,-10878.729260051672,-11809.471800879592
1104,2,F-MADRL,-11238.109149960672,-11873.797058653254
1105,2,F-MADRL,-12872.880936407644,-12009.756121723813
1106,2,F-MADRL,-11320.870953781026,-11958.99669504997
1107,2,F-MADRL,-12160.620635389809,-11989.340544507988
1108,2,F-MADRL,-11511.248466959092,-11859.405147501435
1109,2,F-MADRL,-10384.10744117641,-11887.562395746669
1110,2,F-MADRL,-11829.351672344004,-11835.740817116812
1111,2,F-MADRL,-10655.148897792938,-11736.084022509278
1112,2,F-MADRL,-12644.255449428234,-11814.58773204045
1113,2,F-MADRL,-9519.721805796871,-11769.780000162871
1114,2,F-MADRL,-13562.796754844592,-11888.137534340369
1115,2,F-MADRL,-11408.8221026775,-11938.00107402173
1116,2,F-MADRL,-10767.964657150687,-11922.800637498747
1117,2,F-MADRL,-12394.66091560033,-11960.00045128724
1118,2,F-MADRL,-10323.079012773029,-11832.572970301235
1119,2,F-MADRL,-11070.895375284936,-11692.736418199167
1120,2,F-MADRL,-12523.5766616224,-11636.518779977065
1121,2,F-MADRL,-9006.10212057475,-11511.91676994556
1122,2,F-MADRL,-11378.496626408263,-11508.950478747238
1123,2,F-MADRL,-11521.429006417224,-11527.209762849261
1124,2,F-MADRL,-10821.50607987674,-11432.115812110647
1125,2,F-MADRL,-10846.975290981773,-11337.269177270073
1126,2,F-MADRL,-10850.816969578762,-11349.616992483603
1127,2,F-MADRL,-9072.707613169358,-11222.59495424195
1128,2,F-MADRL,-10729.767618297392,-11216.636488571778
1129,2,F-MADRL,-11523.1350833798,-11228.037525908541
1130,2,F-MADRL,-11155.428658313203,-11159.339434784764
1131,2,F-MADRL,-9840.329277659195,-11100.117767739892
1132,2,F-MADRL,-10390.178535536095,-11029.300083745744
1133,2,F-MADRL,-8129.840673008424,-10894.043771987717
1134,2,F-MADRL,-10769.504553551733,-10909.45965648273
1135,2,F-MADRL,-10443.283129869556,-10854.016914783751
1136,2,F-MADRL,-9840.940941276558,-10821.448596523096
1137,2,F-MADRL,-9496.83465862852,-10695.551764891108
1138,2,F-MADRL,-11666.79052014976,-10781.434513465225
1139,2,F-MADRL,-11672.355687535692,-10705.816870772867
1140,2,F-MADRL,-10095.147936519212,-10653.269904126537
1141,2,F-MADRL,-9546.89158588602,-10604.426981275948
1142,2,F-MADRL,-12361.765917473122,-10603.11118135086
1143,2,F-MADRL,-9621.79555953239,-10575.059843221235
1144,2,F-MADRL,-11071.80250645192,-10575.096128467914
1145,2,F-MADRL,-10951.882156530708,-10512.228348264247
1146,2,F-MADRL,-10029.760445700444,-10553.174681269275
1147,2,F-MADRL,-11752.094415555252,-10568.118592835155
1148,2,F-MADRL,-8729.527084912359,-10456.442515974959
1149,2,F-MADRL,-13001.81787180232,-10543.654987651982
1150,2,F-MADRL,-8331.452726254993,-10443.03408506291
1151,2,F-MADRL,-8287.244176784521,-10340.491173351142
1152,2,F-MADRL,-11098.642708666765,-10421.528577171039
1153,2,F-MADRL,-9893.504214535678,-10388.07804102057
1154,2,F-MADRL,-10819.6024558607,-10359.936735919806
1155,2,F-MADRL,-11214.929870989825,-10362.31678442687
1156,2,F-MADRL,-11015.206069116422,-10409.31185608516
1157,2,F-MADRL,-11993.389769489717,-10473.440305443304
1158,2,F-MADRL,-13702.636010428858,-10696.35211894012
1159,2,F-MADRL,-10310.429348262523,-10677.989110728553
1160,2,F-MADRL,-12236.32235374417,-10749.710679683538
1161,2,F-MADRL,-11248.86317136462,-10806.02756888706
1162,2,F-MADRL,-13164.441778336248,-10952.73185367537
1163,2,F-MADRL,-10960.05748473614,-10924.462532258825
1164,2,F-MADRL,-11741.948270718778,-10927.246235586148
1165,2,F-MADRL,-10724.170386203936,-10952.407133573535
1166,2,F-MADRL,-9889.646885722665,-10966.117345567003
1167,2,F-MADRL,-9818.591669081194,-10864.390375631327
1168,2,F-MADRL,-13320.518578771344,-11012.339296400882
1169,2,F-MADRL,-8122.335678086029,-10894.360623266248
1170,2,F-MADRL,-11617.72953621965,-10920.994518453805
1171,2,F-MADRL,-12193.212982842131,-11007.532619939475
1172,2,F-MADRL,-10730.498121710853,-10966.668768185698
1173,2,F-MADRL,-8801.75564545182,-10969.557910607276
1174,2,F-MADRL,-7721.347424216656,-10758.33909270385
1175,2,F-MADRL,-10829.019191710591,-10858.241751322073
1176,2,F-MADRL,-12868.01160406342,-11041.47244841323
1177,2,F-MADRL,-10905.855627447098,-11033.760965164443
1178,2,F-MADRL,-9803.443875146237,-11030.158551588864
1179,2,F-MADRL,-9972.644449422523,-10996.280231331337
1180,2,F-MADRL,-11587.666413382636,-11011.18969302705
1181,2,F-MADRL,-8382.552457489228,-10905.883548561964
1182,2,F-MADRL,-8682.925413414596,-10773.464974318957
